parameter_name,parameter_number,preset_name,parameter_value,mean,std
pitchwheel_pitch,56,FantasyPad,0.16700001060962677,0.16700001060962677,0.01670000106096268
ringmodulation,57,FantasyPad,0.0,0.0,0.0
chorus_1_enable,58,FantasyPad,1.0,1.0,0.1
chorus_2_enable,59,FantasyPad,0.0,0.0,0.0
reverb_wet,60,FantasyPad,0.0,0.0,0.0
reverb_decay,61,FantasyPad,0.5,0.5,0.05
reverb_pre_delay,62,FantasyPad,0.0,0.0,0.0
reverb_high_cut,63,FantasyPad,0.0,0.0,0.0
reverb_low_cut,64,FantasyPad,1.0,1.0,0.1
osc_bitcrusher,65,FantasyPad,1.0,1.0,0.1
master_high_pass,66,FantasyPad,0.31200000643730164,0.31200000643730164,0.031200000643730165
master_detune,67,FantasyPad,0.47200003266334534,0.47200003266334534,0.047200003266334535
vintage_noise,68,FantasyPad,0.0,0.0,0.0
panic,69,FantasyPad,0.0,0.0,0.0
midi_learn,70,FantasyPad,0.0,0.0,0.0
envelope_destination,71,FantasyPad,0.4285714328289032,0.4285714328289032,0.04285714328289032
envelope_speed,72,FantasyPad,0.800000011920929,0.800000011920929,0.0800000011920929
envelope_amount,73,FantasyPad,1.0,1.0,0.1
envelope_one_shot_mode,74,FantasyPad,0.0,0.0,0.0
envelope_fix_tempo,75,FantasyPad,1.0,1.0,0.1
envelope_reset,76,FantasyPad,0.0,0.0,0.0
filter_drive,77,FantasyPad,0.31200000643730164,0.31200000643730164,0.031200000643730165
delay_wet,78,FantasyPad,0.8480000495910645,0.8480000495910645,0.08480000495910645
delay_time,79,FantasyPad,0.2639999985694885,0.2639999985694885,0.026399999856948853
delay_sync,80,FantasyPad,0.0,0.0,0.0
delay_x2_l,81,FantasyPad,1.0,1.0,0.1
delay_x2_r,82,FantasyPad,0.0,0.0,0.0
delay_high_shelf,83,FantasyPad,0.0,0.0,0.0
delay_low_shelf,84,FantasyPad,0.11600000411272049,0.11600000411272049,0.011600000411272049
delay_feedback,85,FantasyPad,0.19600000977516174,0.19600000977516174,0.019600000977516175
midi_clear,86,FantasyPad,0.0,0.0,0.0
midi_lock,87,FantasyPad,0.0,0.0,0.0
-,0,FuzzyChorda,0.5,0.5,0.05
master_volume,1,FuzzyChorda,0.2840000092983246,0.2840000092983246,0.02840000092983246
filter_type,2,FuzzyChorda,0.27272728085517883,0.27272728085517883,0.027272728085517884
filter_cutoff,3,FuzzyChorda,0.2760000228881836,0.2760000228881836,0.02760000228881836
filter_resonance,4,FuzzyChorda,0.1080000028014183,0.1080000028014183,0.01080000028014183
fitler_keyfollow,5,FuzzyChorda,1.0,1.0,0.1
filter_contour,6,FuzzyChorda,0.6160000562667847,0.6160000562667847,0.061600005626678465
filter_attack,7,FuzzyChorda,0.46800002455711365,0.46800002455711365,0.046800002455711365
filter_decay,8,FuzzyChorda,0.612000048160553,0.612000048160553,0.061200004816055295
filter_sustain,9,FuzzyChorda,0.04000000283122063,0.04000000283122063,0.004000000283122062
filter_release,10,FuzzyChorda,0.6360000371932983,0.6360000371932983,0.06360000371932983
amp_attack,11,FuzzyChorda,0.484000027179718,0.484000027179718,0.048400002717971805
amp_decay,12,FuzzyChorda,0.6200000047683716,0.6200000047683716,0.06200000047683716
amp_sustain,13,FuzzyChorda,0.2120000123977661,0.2120000123977661,0.02120000123977661
amp_release,14,FuzzyChorda,0.5879999995231628,0.5879999995231628,0.05879999995231629
osc_1_volume,15,FuzzyChorda,0.6720000505447388,0.6720000505447388,0.06720000505447388
osc_2_volume,16,FuzzyChorda,0.5680000185966492,0.5680000185966492,0.05680000185966492
osc_3_volume,17,FuzzyChorda,0.5400000214576721,0.5400000214576721,0.05400000214576721
osc_mastertune,18,FuzzyChorda,0.5,0.5,0.05
osc_1_tune,19,FuzzyChorda,0.1340000033378601,0.1340000033378601,0.013400000333786011
osc_2_tune,20,FuzzyChorda,0.3800000250339508,0.3800000250339508,0.03800000250339508
osc_1_fine_tune,21,FuzzyChorda,0.5600000023841858,0.5600000023841858,0.05600000023841858
osc_2_fine_tune,22,FuzzyChorda,0.5400000214576721,0.5400000214576721,0.05400000214576721
osc_1_waveform,23,FuzzyChorda,0.5,0.5,0.05
osc_1_waveform,24,FuzzyChorda,0.25,0.25,0.025
osc_sync,25,FuzzyChorda,0.0,0.0,0.0
lfo_1_waveform,26,FuzzyChorda,0.0,0.0,0.0
lfo_2_waveform,27,FuzzyChorda,0.052000001072883606,0.052000001072883606,0.00520000010728836
lfo_1_rate,28,FuzzyChorda,0.320000022649765,0.320000022649765,0.0320000022649765
lfo_2_rate,29,FuzzyChorda,0.30800002813339233,0.30800002813339233,0.030800002813339233
lfo_1_amount,30,FuzzyChorda,0.5360000133514404,0.5360000133514404,0.053600001335144046
lfo_2_amount,31,FuzzyChorda,0.42000001668930054,0.42000001668930054,0.04200000166893005
lfo_1_destination,32,FuzzyChorda,0.2857142984867096,0.2857142984867096,0.02857142984867096
lfo_2_destination,33,FuzzyChorda,0.4285714328289032,0.4285714328289032,0.04285714328289032
lfo_1_phase,34,FuzzyChorda,0.0,0.0,0.0
lfo_2_phase,35,FuzzyChorda,0.0,0.0,0.0
osc_2_fm,36,FuzzyChorda,0.0,0.0,0.0
osc_2_phase,37,FuzzyChorda,0.0,0.0,0.0
osc_2_pw,38,FuzzyChorda,0.29600000381469727,0.29600000381469727,0.029600000381469725
osc_2_phase,39,FuzzyChorda,0.5,0.5,0.05
transpose,40,FuzzyChorda,1.0,1.0,0.1
free_ad_attack,41,FuzzyChorda,0.0,0.0,0.0
free_ad_decay,42,FuzzyChorda,0.0,0.0,0.0
free_ad_amount,43,FuzzyChorda,0.0,0.0,0.0
free_ad_destination,44,FuzzyChorda,0.0,0.0,0.0
lfo_1_sync,45,FuzzyChorda,0.0,0.0,0.0
lfo_1_keytrigger,46,FuzzyChorda,0.0,0.0,0.0
lfo_2_sync,47,FuzzyChorda,0.0,0.0,0.0
lfo_2_keytrigger,48,FuzzyChorda,1.0,1.0,0.1
portamento_amount,49,FuzzyChorda,0.0,0.0,0.0
portamento_mode,50,FuzzyChorda,0.0,0.0,0.0
voices,51,FuzzyChorda,0.6000000238418579,0.6000000238418579,0.06000000238418579
velocity_volume,52,FuzzyChorda,0.0,0.0,0.0
velocity_contour,53,FuzzyChorda,0.3880000114440918,0.3880000114440918,0.03880000114440918
velocity_filter,54,FuzzyChorda,0.0,0.0,0.0
pitchwheel_cutoff,55,FuzzyChorda,0.0,0.0,0.0
pitchwheel_pitch,56,FuzzyChorda,1.0,1.0,0.1
ringmodulation,57,FuzzyChorda,0.0,0.0,0.0
chorus_1_enable,58,FuzzyChorda,1.0,1.0,0.1
chorus_2_enable,59,FuzzyChorda,0.0,0.0,0.0
reverb_wet,60,FuzzyChorda,0.0,0.0,0.0
reverb_decay,61,FuzzyChorda,0.6840000152587891,0.6840000152587891,0.06840000152587891
reverb_pre_delay,62,FuzzyChorda,0.0,0.0,0.0
reverb_high_cut,63,FuzzyChorda,0.0,0.0,0.0
reverb_low_cut,64,FuzzyChorda,1.0,1.0,0.1
osc_bitcrusher,65,FuzzyChorda,1.0,1.0,0.1
master_high_pass,66,FuzzyChorda,0.0,0.0,0.0
master_detune,67,FuzzyChorda,0.36000001430511475,0.36000001430511475,0.03600000143051148
vintage_noise,68,FuzzyChorda,0.0,0.0,0.0
panic,69,FuzzyChorda,0.0,0.0,0.0
midi_learn,70,FuzzyChorda,0.0,0.0,0.0
envelope_destination,71,FuzzyChorda,0.2857142984867096,0.2857142984867096,0.02857142984867096
envelope_speed,72,FuzzyChorda,1.0,1.0,0.1
envelope_amount,73,FuzzyChorda,0.1720000058412552,0.1720000058412552,0.01720000058412552
envelope_one_shot_mode,74,FuzzyChorda,0.0,0.0,0.0
envelope_fix_tempo,75,FuzzyChorda,0.0,0.0,0.0
envelope_reset,76,FuzzyChorda,0.0,0.0,0.0
filter_drive,77,FuzzyChorda,0.01600000075995922,0.01600000075995922,0.001600000075995922
delay_wet,78,FuzzyChorda,0.1600000113248825,0.1600000113248825,0.01600000113248825
delay_time,79,FuzzyChorda,0.8280000686645508,0.8280000686645508,0.08280000686645508
delay_sync,80,FuzzyChorda,1.0,1.0,0.1
delay_x2_l,81,FuzzyChorda,1.0,1.0,0.1
delay_x2_r,82,FuzzyChorda,0.0,0.0,0.0
delay_high_shelf,83,FuzzyChorda,0.1720000058412552,0.1720000058412552,0.01720000058412552
delay_low_shelf,84,FuzzyChorda,0.08000000566244125,0.08000000566244125,0.008000000566244125
delay_feedback,85,FuzzyChorda,0.09600000083446503,0.09600000083446503,0.009600000083446502
midi_clear,86,FuzzyChorda,0.0,0.0,0.0
midi_lock,87,FuzzyChorda,0.0,0.0,0.0
-,0,BigTrancer,0.5,0.5,0.05
master_volume,1,BigTrancer,0.4480000138282776,0.4480000138282776,0.04480000138282776
filter_type,2,BigTrancer,0.0,0.0,0.0
filter_cutoff,3,BigTrancer,0.11600000411272049,0.11600000411272049,0.011600000411272049
filter_resonance,4,BigTrancer,0.0,0.0,0.0
fitler_keyfollow,5,BigTrancer,0.0,0.0,0.0
filter_contour,6,BigTrancer,1.0,1.0,0.1
filter_attack,7,BigTrancer,0.64000004529953,0.64000004529953,0.064000004529953
filter_decay,8,BigTrancer,0.9600000381469727,0.9600000381469727,0.09600000381469727
filter_sustain,9,BigTrancer,0.2760000228881836,0.2760000228881836,0.02760000228881836
filter_release,10,BigTrancer,0.6600000262260437,0.6600000262260437,0.06600000262260437
amp_attack,11,BigTrancer,0.0,0.0,0.0
amp_decay,12,BigTrancer,0.46400001645088196,0.46400001645088196,0.046400001645088194
amp_sustain,13,BigTrancer,1.0,1.0,0.1
amp_release,14,BigTrancer,0.47600001096725464,0.47600001096725464,0.047600001096725464
osc_1_volume,15,BigTrancer,0.6320000290870667,0.6320000290870667,0.06320000290870667
osc_2_volume,16,BigTrancer,0.6840000152587891,0.6840000152587891,0.06840000152587891
osc_3_volume,17,BigTrancer,0.25600001215934753,0.25600001215934753,0.025600001215934753
osc_mastertune,18,BigTrancer,0.5,0.5,0.05
osc_1_tune,19,BigTrancer,0.5100000500679016,0.5100000500679016,0.05100000500679016
osc_2_tune,20,BigTrancer,0.5040000081062317,0.5040000081062317,0.050400000810623166
osc_1_fine_tune,21,BigTrancer,0.6520000100135803,0.6520000100135803,0.06520000100135803
osc_2_fine_tune,22,BigTrancer,0.40400001406669617,0.40400001406669617,0.04040000140666962
osc_1_waveform,23,BigTrancer,0.0,0.0,0.0
osc_1_waveform,24,BigTrancer,0.0,0.0,0.0
osc_sync,25,BigTrancer,0.0,0.0,0.0
lfo_1_waveform,26,BigTrancer,0.0,0.0,0.0
lfo_2_waveform,27,BigTrancer,0.0,0.0,0.0
lfo_1_rate,28,BigTrancer,0.2120000123977661,0.2120000123977661,0.02120000123977661
lfo_2_rate,29,BigTrancer,0.0,0.0,0.0
lfo_1_amount,30,BigTrancer,0.8720000386238098,0.8720000386238098,0.08720000386238098
lfo_2_amount,31,BigTrancer,0.5040000081062317,0.5040000081062317,0.050400000810623166
lfo_1_destination,32,BigTrancer,0.5714285969734192,0.5714285969734192,0.05714285969734192
lfo_2_destination,33,BigTrancer,0.0,0.0,0.0
lfo_1_phase,34,BigTrancer,0.0,0.0,0.0
lfo_2_phase,35,BigTrancer,0.0,0.0,0.0
osc_2_fm,36,BigTrancer,0.0,0.0,0.0
osc_2_phase,37,BigTrancer,1.0,1.0,0.1
osc_2_pw,38,BigTrancer,0.46000000834465027,0.46000000834465027,0.046000000834465024
osc_2_phase,39,BigTrancer,0.0,0.0,0.0
transpose,40,BigTrancer,0.47600001096725464,0.47600001096725464,0.047600001096725464
free_ad_attack,41,BigTrancer,0.0,0.0,0.0
free_ad_decay,42,BigTrancer,0.5800000429153442,0.5800000429153442,0.05800000429153442
free_ad_amount,43,BigTrancer,0.25600001215934753,0.25600001215934753,0.025600001215934753
free_ad_destination,44,BigTrancer,0.0,0.0,0.0
lfo_1_sync,45,BigTrancer,0.0,0.0,0.0
lfo_1_keytrigger,46,BigTrancer,0.0,0.0,0.0
lfo_2_sync,47,BigTrancer,0.0,0.0,0.0
lfo_2_keytrigger,48,BigTrancer,0.0,0.0,0.0
portamento_amount,49,BigTrancer,0.0,0.0,0.0
portamento_mode,50,BigTrancer,0.0,0.0,0.0
voices,51,BigTrancer,1.0,1.0,0.1
velocity_volume,52,BigTrancer,0.45600003004074097,0.45600003004074097,0.045600003004074095
velocity_contour,53,BigTrancer,0.0,0.0,0.0
velocity_filter,54,BigTrancer,0.0,0.0,0.0
pitchwheel_cutoff,55,BigTrancer,0.5040000081062317,0.5040000081062317,0.050400000810623166
pitchwheel_pitch,56,BigTrancer,0.0,0.0,0.0
ringmodulation,57,BigTrancer,0.0,0.0,0.0
chorus_1_enable,58,BigTrancer,1.0,1.0,0.1
chorus_2_enable,59,BigTrancer,1.0,1.0,0.1
reverb_wet,60,BigTrancer,0.5440000295639038,0.5440000295639038,0.05440000295639038
reverb_decay,61,BigTrancer,0.6720000505447388,0.6720000505447388,0.06720000505447388
reverb_pre_delay,62,BigTrancer,0.0,0.0,0.0
reverb_high_cut,63,BigTrancer,0.5120000243186951,0.5120000243186951,0.05120000243186951
reverb_low_cut,64,BigTrancer,0.45600003004074097,0.45600003004074097,0.045600003004074095
osc_bitcrusher,65,BigTrancer,1.0,1.0,0.1
master_high_pass,66,BigTrancer,0.15200001001358032,0.15200001001358032,0.015200001001358033
master_detune,67,BigTrancer,1.0,1.0,0.1
vintage_noise,68,BigTrancer,0.0,0.0,0.0
panic,69,BigTrancer,0.0,0.0,0.0
midi_learn,70,BigTrancer,0.0,0.0,0.0
envelope_destination,71,BigTrancer,0.0,0.0,0.0
envelope_speed,72,BigTrancer,0.0,0.0,0.0
envelope_amount,73,BigTrancer,0.0,0.0,0.0
envelope_one_shot_mode,74,BigTrancer,0.0,0.0,0.0
envelope_fix_tempo,75,BigTrancer,0.0,0.0,0.0
envelope_reset,76,BigTrancer,0.0,0.0,0.0
filter_drive,77,BigTrancer,0.0,0.0,0.0
delay_wet,78,BigTrancer,0.0,0.0,0.0
delay_time,79,BigTrancer,0.5,0.5,0.05
delay_sync,80,BigTrancer,0.0,0.0,0.0
delay_x2_l,81,BigTrancer,0.0,0.0,0.0
delay_x2_r,82,BigTrancer,0.0,0.0,0.0
delay_high_shelf,83,BigTrancer,0.0,0.0,0.0
delay_low_shelf,84,BigTrancer,0.0,0.0,0.0
delay_feedback,85,BigTrancer,0.5,0.5,0.05
midi_clear,86,BigTrancer,0.0,0.0,0.0
midi_lock,87,BigTrancer,0.0,0.0,0.0
-,0,LuxuryStrings,0.5,0.5,0.05
master_volume,1,LuxuryStrings,0.30000001192092896,0.30000001192092896,0.030000001192092896
filter_type,2,LuxuryStrings,0.3636363744735718,0.3636363744735718,0.036363637447357176
filter_cutoff,3,LuxuryStrings,0.8720000386238098,0.8720000386238098,0.08720000386238098
filter_resonance,4,LuxuryStrings,0.34800001978874207,0.34800001978874207,0.03480000197887421
fitler_keyfollow,5,LuxuryStrings,0.0,0.0,0.0
filter_contour,6,LuxuryStrings,0.07200000435113907,0.07200000435113907,0.0072000004351139065
filter_attack,7,LuxuryStrings,0.5240000486373901,0.5240000486373901,0.05240000486373901
filter_decay,8,LuxuryStrings,0.0,0.0,0.0
filter_sustain,9,LuxuryStrings,1.0,1.0,0.1
filter_release,10,LuxuryStrings,0.8240000605583191,0.8240000605583191,0.0824000060558319
amp_attack,11,LuxuryStrings,0.1680000126361847,0.1680000126361847,0.01680000126361847
amp_decay,12,LuxuryStrings,0.0,0.0,0.0
amp_sustain,13,LuxuryStrings,1.0,1.0,0.1
amp_release,14,LuxuryStrings,0.6160000562667847,0.6160000562667847,0.061600005626678465
osc_1_volume,15,LuxuryStrings,0.7040000557899475,0.7040000557899475,0.07040000557899476
osc_2_volume,16,LuxuryStrings,0.7320000529289246,0.7320000529289246,0.07320000529289246
osc_3_volume,17,LuxuryStrings,0.0,0.0,0.0
osc_mastertune,18,LuxuryStrings,0.5,0.5,0.05
osc_1_tune,19,LuxuryStrings,0.5100000500679016,0.5100000500679016,0.05100000500679016
osc_2_tune,20,LuxuryStrings,0.5,0.5,0.05
osc_1_fine_tune,21,LuxuryStrings,0.5,0.5,0.05
osc_2_fine_tune,22,LuxuryStrings,0.5,0.5,0.05
osc_1_waveform,23,LuxuryStrings,0.5,0.5,0.05
osc_1_waveform,24,LuxuryStrings,0.0,0.0,0.0
osc_sync,25,LuxuryStrings,0.0,0.0,0.0
lfo_1_waveform,26,LuxuryStrings,0.0,0.0,0.0
lfo_2_waveform,27,LuxuryStrings,0.0,0.0,0.0
lfo_1_rate,28,LuxuryStrings,0.24400001764297485,0.24400001764297485,0.024400001764297484
lfo_2_rate,29,LuxuryStrings,0.30000001192092896,0.30000001192092896,0.030000001192092896
lfo_1_amount,30,LuxuryStrings,0.9920000433921814,0.9920000433921814,0.09920000433921813
lfo_2_amount,31,LuxuryStrings,0.8720000386238098,0.8720000386238098,0.08720000386238098
lfo_1_destination,32,LuxuryStrings,0.5714285969734192,0.5714285969734192,0.05714285969734192
lfo_2_destination,33,LuxuryStrings,0.5714285969734192,0.5714285969734192,0.05714285969734192
lfo_1_phase,34,LuxuryStrings,0.0,0.0,0.0
lfo_2_phase,35,LuxuryStrings,0.0,0.0,0.0
osc_2_fm,36,LuxuryStrings,0.004000000189989805,0.004000000189989805,0.0004000000189989805
osc_2_phase,37,LuxuryStrings,0.5240000486373901,0.5240000486373901,0.05240000486373901
osc_2_pw,38,LuxuryStrings,0.0,0.0,0.0
osc_2_phase,39,LuxuryStrings,0.0,0.0,0.0
transpose,40,LuxuryStrings,0.5320000052452087,0.5320000052452087,0.053200000524520875
free_ad_attack,41,LuxuryStrings,0.0,0.0,0.0
free_ad_decay,42,LuxuryStrings,0.0,0.0,0.0
free_ad_amount,43,LuxuryStrings,0.0,0.0,0.0
free_ad_destination,44,LuxuryStrings,0.0,0.0,0.0
lfo_1_sync,45,LuxuryStrings,0.0,0.0,0.0
lfo_1_keytrigger,46,LuxuryStrings,0.0,0.0,0.0
lfo_2_sync,47,LuxuryStrings,0.0,0.0,0.0
lfo_2_keytrigger,48,LuxuryStrings,0.0,0.0,0.0
portamento_amount,49,LuxuryStrings,0.0,0.0,0.0
portamento_mode,50,LuxuryStrings,0.0,0.0,0.0
voices,51,LuxuryStrings,1.0,1.0,0.1
velocity_volume,52,LuxuryStrings,0.0,0.0,0.0
velocity_contour,53,LuxuryStrings,0.0,0.0,0.0
velocity_filter,54,LuxuryStrings,0.0,0.0,0.0
pitchwheel_cutoff,55,LuxuryStrings,0.0,0.0,0.0
pitchwheel_pitch,56,LuxuryStrings,0.1720000058412552,0.1720000058412552,0.01720000058412552
ringmodulation,57,LuxuryStrings,1.0,1.0,0.1
chorus_1_enable,58,LuxuryStrings,0.0,0.0,0.0
chorus_2_enable,59,LuxuryStrings,0.0,0.0,0.0
reverb_wet,60,LuxuryStrings,0.6200000047683716,0.6200000047683716,0.06200000047683716
reverb_decay,61,LuxuryStrings,0.7080000042915344,0.7080000042915344,0.07080000042915344
reverb_pre_delay,62,LuxuryStrings,0.34800001978874207,0.34800001978874207,0.03480000197887421
reverb_high_cut,63,LuxuryStrings,0.1720000058412552,0.1720000058412552,0.01720000058412552
reverb_low_cut,64,LuxuryStrings,0.9640000462532043,0.9640000462532043,0.09640000462532043
osc_bitcrusher,65,LuxuryStrings,1.0,1.0,0.1
master_high_pass,66,LuxuryStrings,0.1080000028014183,0.1080000028014183,0.01080000028014183
master_detune,67,LuxuryStrings,0.04800000041723251,0.04800000041723251,0.004800000041723251
vintage_noise,68,LuxuryStrings,0.0,0.0,0.0
panic,69,LuxuryStrings,0.0,0.0,0.0
midi_learn,70,LuxuryStrings,0.0,0.0,0.0
envelope_destination,71,LuxuryStrings,0.0,0.0,0.0
envelope_speed,72,LuxuryStrings,0.0,0.0,0.0
envelope_amount,73,LuxuryStrings,0.0,0.0,0.0
envelope_one_shot_mode,74,LuxuryStrings,0.0,0.0,0.0
envelope_fix_tempo,75,LuxuryStrings,0.0,0.0,0.0
envelope_reset,76,LuxuryStrings,0.0,0.0,0.0
filter_drive,77,LuxuryStrings,0.0,0.0,0.0
delay_wet,78,LuxuryStrings,0.0,0.0,0.0
delay_time,79,LuxuryStrings,0.5,0.5,0.05
delay_sync,80,LuxuryStrings,0.0,0.0,0.0
delay_x2_l,81,LuxuryStrings,0.0,0.0,0.0
delay_x2_r,82,LuxuryStrings,0.0,0.0,0.0
delay_high_shelf,83,LuxuryStrings,0.0,0.0,0.0
delay_low_shelf,84,LuxuryStrings,0.0,0.0,0.0
delay_feedback,85,LuxuryStrings,0.5,0.5,0.05
midi_clear,86,LuxuryStrings,0.0,0.0,0.0
midi_lock,87,LuxuryStrings,0.0,0.0,0.0
-,0,BitOrchestra,0.5,0.5,0.05
master_volume,1,BitOrchestra,0.35600000619888306,0.35600000619888306,0.03560000061988831
filter_type,2,BitOrchestra,0.27272728085517883,0.27272728085517883,0.027272728085517884
filter_cutoff,3,BitOrchestra,0.30400002002716064,0.30400002002716064,0.030400002002716066
filter_resonance,4,BitOrchestra,0.30000001192092896,0.30000001192092896,0.030000001192092896
fitler_keyfollow,5,BitOrchestra,0.0,0.0,0.0
filter_contour,6,BitOrchestra,0.6800000071525574,0.6800000071525574,0.06800000071525573
filter_attack,7,BitOrchestra,0.656000018119812,0.656000018119812,0.0656000018119812
filter_decay,8,BitOrchestra,0.9320000410079956,0.9320000410079956,0.09320000410079957
filter_sustain,9,BitOrchestra,0.0,0.0,0.0
filter_release,10,BitOrchestra,0.7400000095367432,0.7400000095367432,0.07400000095367432
amp_attack,11,BitOrchestra,0.41600000858306885,0.41600000858306885,0.04160000085830688
amp_decay,12,BitOrchestra,0.0,0.0,0.0
amp_sustain,13,BitOrchestra,1.0,1.0,0.1
amp_release,14,BitOrchestra,0.6000000238418579,0.6000000238418579,0.06000000238418579
osc_1_volume,15,BitOrchestra,0.4520000219345093,0.4520000219345093,0.045200002193450925
osc_2_volume,16,BitOrchestra,0.47600001096725464,0.47600001096725464,0.047600001096725464
osc_3_volume,17,BitOrchestra,0.3400000035762787,0.3400000035762787,0.03400000035762787
osc_mastertune,18,BitOrchestra,0.5,0.5,0.05
osc_1_tune,19,BitOrchestra,0.242000013589859,0.242000013589859,0.024200001358985902
osc_2_tune,20,BitOrchestra,0.3880000114440918,0.3880000114440918,0.03880000114440918
osc_1_fine_tune,21,BitOrchestra,0.5800000429153442,0.5800000429153442,0.05800000429153442
osc_2_fine_tune,22,BitOrchestra,0.6040000319480896,0.6040000319480896,0.06040000319480896
osc_1_waveform,23,BitOrchestra,0.5,0.5,0.05
osc_1_waveform,24,BitOrchestra,0.0,0.0,0.0
osc_sync,25,BitOrchestra,0.0,0.0,0.0
lfo_1_waveform,26,BitOrchestra,0.0,0.0,0.0
lfo_2_waveform,27,BitOrchestra,0.0,0.0,0.0
lfo_1_rate,28,BitOrchestra,0.12400000542402267,0.12400000542402267,0.012400000542402267
lfo_2_rate,29,BitOrchestra,0.11600000411272049,0.11600000411272049,0.011600000411272049
lfo_1_amount,30,BitOrchestra,0.8760000467300415,0.8760000467300415,0.08760000467300415
lfo_2_amount,31,BitOrchestra,0.800000011920929,0.800000011920929,0.0800000011920929
lfo_1_destination,32,BitOrchestra,0.5714285969734192,0.5714285969734192,0.05714285969734192
lfo_2_destination,33,BitOrchestra,0.1428571492433548,0.1428571492433548,0.01428571492433548
lfo_1_phase,34,BitOrchestra,0.0,0.0,0.0
lfo_2_phase,35,BitOrchestra,0.0,0.0,0.0
osc_2_fm,36,BitOrchestra,0.4480000138282776,0.4480000138282776,0.04480000138282776
osc_2_phase,37,BitOrchestra,0.0,0.0,0.0
osc_2_pw,38,BitOrchestra,0.527999997138977,0.527999997138977,0.052799999713897705
osc_2_phase,39,BitOrchestra,0.5,0.5,0.05
transpose,40,BitOrchestra,1.0,1.0,0.1
free_ad_attack,41,BitOrchestra,0.0,0.0,0.0
free_ad_decay,42,BitOrchestra,0.0,0.0,0.0
free_ad_amount,43,BitOrchestra,0.0,0.0,0.0
free_ad_destination,44,BitOrchestra,0.0,0.0,0.0
lfo_1_sync,45,BitOrchestra,0.0,0.0,0.0
lfo_1_keytrigger,46,BitOrchestra,0.0,0.0,0.0
lfo_2_sync,47,BitOrchestra,0.0,0.0,0.0
lfo_2_keytrigger,48,BitOrchestra,0.0,0.0,0.0
portamento_amount,49,BitOrchestra,0.0,0.0,0.0
portamento_mode,50,BitOrchestra,0.0,0.0,0.0
voices,51,BitOrchestra,0.6000000238418579,0.6000000238418579,0.06000000238418579
velocity_volume,52,BitOrchestra,0.0,0.0,0.0
velocity_contour,53,BitOrchestra,0.0,0.0,0.0
velocity_filter,54,BitOrchestra,0.0,0.0,0.0
pitchwheel_cutoff,55,BitOrchestra,0.0,0.0,0.0
pitchwheel_pitch,56,BitOrchestra,0.1680000126361847,0.1680000126361847,0.01680000126361847
ringmodulation,57,BitOrchestra,0.3680000305175781,0.3680000305175781,0.03680000305175781
chorus_1_enable,58,BitOrchestra,1.0,1.0,0.1
chorus_2_enable,59,BitOrchestra,0.0,0.0,0.0
reverb_wet,60,BitOrchestra,0.6160000562667847,0.6160000562667847,0.061600005626678465
reverb_decay,61,BitOrchestra,0.812000036239624,0.812000036239624,0.0812000036239624
reverb_pre_delay,62,BitOrchestra,0.0,0.0,0.0
reverb_high_cut,63,BitOrchestra,0.0,0.0,0.0
reverb_low_cut,64,BitOrchestra,0.8560000658035278,0.8560000658035278,0.08560000658035279
osc_bitcrusher,65,BitOrchestra,1.0,1.0,0.1
master_high_pass,66,BitOrchestra,0.328000009059906,0.328000009059906,0.0328000009059906
master_detune,67,BitOrchestra,0.5560000538825989,0.5560000538825989,0.05560000538825989
vintage_noise,68,BitOrchestra,0.0,0.0,0.0
panic,69,BitOrchestra,0.0,0.0,0.0
midi_learn,70,BitOrchestra,0.0,0.0,0.0
envelope_destination,71,BitOrchestra,0.0,0.0,0.0
envelope_speed,72,BitOrchestra,0.0,0.0,0.0
envelope_amount,73,BitOrchestra,0.0,0.0,0.0
envelope_one_shot_mode,74,BitOrchestra,0.0,0.0,0.0
envelope_fix_tempo,75,BitOrchestra,0.0,0.0,0.0
envelope_reset,76,BitOrchestra,0.0,0.0,0.0
filter_drive,77,BitOrchestra,0.0,0.0,0.0
delay_wet,78,BitOrchestra,0.0,0.0,0.0
delay_time,79,BitOrchestra,0.5,0.5,0.05
delay_sync,80,BitOrchestra,0.0,0.0,0.0
delay_x2_l,81,BitOrchestra,0.0,0.0,0.0
delay_x2_r,82,BitOrchestra,0.0,0.0,0.0
delay_high_shelf,83,BitOrchestra,0.0,0.0,0.0
delay_low_shelf,84,BitOrchestra,0.0,0.0,0.0
delay_feedback,85,BitOrchestra,0.5,0.5,0.05
midi_clear,86,BitOrchestra,0.0,0.0,0.0
midi_lock,87,BitOrchestra,0.0,0.0,0.0
-,0,DarkAnimations,0.5,0.5,0.05
master_volume,1,DarkAnimations,0.35200002789497375,0.35200002789497375,0.03520000278949738
filter_type,2,DarkAnimations,0.0,0.0,0.0
filter_cutoff,3,DarkAnimations,0.14400000870227814,0.14400000870227814,0.014400000870227813
filter_resonance,4,DarkAnimations,0.0,0.0,0.0
fitler_keyfollow,5,DarkAnimations,0.328000009059906,0.328000009059906,0.0328000009059906
filter_contour,6,DarkAnimations,0.7800000309944153,0.7800000309944153,0.07800000309944152
filter_attack,7,DarkAnimations,0.5320000052452087,0.5320000052452087,0.053200000524520875
filter_decay,8,DarkAnimations,0.41600000858306885,0.41600000858306885,0.04160000085830688
filter_sustain,9,DarkAnimations,0.6600000262260437,0.6600000262260437,0.06600000262260437
