parameter_name,parameter_number,preset_name,parameter_value,mean,std
filter_release,10,DarkAnimations,0.7360000610351562,0.7360000610351562,0.07360000610351562
amp_attack,11,DarkAnimations,0.0,0.0,0.0
amp_decay,12,DarkAnimations,0.0,0.0,0.0
amp_sustain,13,DarkAnimations,1.0,1.0,0.1
amp_release,14,DarkAnimations,0.6160000562667847,0.6160000562667847,0.061600005626678465
osc_1_volume,15,DarkAnimations,0.7280000448226929,0.7280000448226929,0.07280000448226928
osc_2_volume,16,DarkAnimations,0.7280000448226929,0.7280000448226929,0.07280000448226928
osc_3_volume,17,DarkAnimations,0.0,0.0,0.0
osc_mastertune,18,DarkAnimations,0.5,0.5,0.05
osc_1_tune,19,DarkAnimations,0.6100000143051147,0.6100000143051147,0.06100000143051147
osc_2_tune,20,DarkAnimations,0.4960000216960907,0.4960000216960907,0.04960000216960907
osc_1_fine_tune,21,DarkAnimations,0.2760000228881836,0.2760000228881836,0.02760000228881836
osc_2_fine_tune,22,DarkAnimations,0.7400000095367432,0.7400000095367432,0.07400000095367432
osc_1_waveform,23,DarkAnimations,0.5,0.5,0.05
osc_1_waveform,24,DarkAnimations,0.25,0.25,0.025
osc_sync,25,DarkAnimations,1.0,1.0,0.1
lfo_1_waveform,26,DarkAnimations,0.0,0.0,0.0
lfo_2_waveform,27,DarkAnimations,0.0,0.0,0.0
lfo_1_rate,28,DarkAnimations,0.35600000619888306,0.35600000619888306,0.03560000061988831
lfo_2_rate,29,DarkAnimations,0.12400000542402267,0.12400000542402267,0.012400000542402267
lfo_1_amount,30,DarkAnimations,0.656000018119812,0.656000018119812,0.0656000018119812
lfo_2_amount,31,DarkAnimations,0.15600000321865082,0.15600000321865082,0.015600000321865082
lfo_1_destination,32,DarkAnimations,0.5714285969734192,0.5714285969734192,0.05714285969734192
lfo_2_destination,33,DarkAnimations,0.5714285969734192,0.5714285969734192,0.05714285969734192
lfo_1_phase,34,DarkAnimations,0.0,0.0,0.0
lfo_2_phase,35,DarkAnimations,0.0,0.0,0.0
osc_2_fm,36,DarkAnimations,0.0,0.0,0.0
osc_2_phase,37,DarkAnimations,0.492000013589859,0.492000013589859,0.049200001358985904
osc_2_pw,38,DarkAnimations,0.4360000193119049,0.4360000193119049,0.04360000193119049
osc_2_phase,39,DarkAnimations,0.5160000324249268,0.5160000324249268,0.05160000324249268
transpose,40,DarkAnimations,0.5080000162124634,0.5080000162124634,0.050800001621246337
free_ad_attack,41,DarkAnimations,0.0,0.0,0.0
free_ad_decay,42,DarkAnimations,0.0,0.0,0.0
free_ad_amount,43,DarkAnimations,0.0,0.0,0.0
free_ad_destination,44,DarkAnimations,0.0,0.0,0.0
lfo_1_sync,45,DarkAnimations,0.0,0.0,0.0
lfo_1_keytrigger,46,DarkAnimations,0.0,0.0,0.0
lfo_2_sync,47,DarkAnimations,0.0,0.0,0.0
lfo_2_keytrigger,48,DarkAnimations,0.0,0.0,0.0
portamento_amount,49,DarkAnimations,0.0,0.0,0.0
portamento_mode,50,DarkAnimations,0.0,0.0,0.0
voices,51,DarkAnimations,1.0,1.0,0.1
velocity_volume,52,DarkAnimations,0.0,0.0,0.0
velocity_contour,53,DarkAnimations,0.0,0.0,0.0
velocity_filter,54,DarkAnimations,0.0,0.0,0.0
pitchwheel_cutoff,55,DarkAnimations,0.24000000953674316,0.24000000953674316,0.024000000953674317
pitchwheel_pitch,56,DarkAnimations,0.0,0.0,0.0
ringmodulation,57,DarkAnimations,0.0,0.0,0.0
chorus_1_enable,58,DarkAnimations,0.0,0.0,0.0
chorus_2_enable,59,DarkAnimations,0.0,0.0,0.0
reverb_wet,60,DarkAnimations,0.328000009059906,0.328000009059906,0.0328000009059906
reverb_decay,61,DarkAnimations,0.47600001096725464,0.47600001096725464,0.047600001096725464
reverb_pre_delay,62,DarkAnimations,0.14800000190734863,0.14800000190734863,0.014800000190734863
reverb_high_cut,63,DarkAnimations,0.0,0.0,0.0
reverb_low_cut,64,DarkAnimations,0.8040000200271606,0.8040000200271606,0.08040000200271606
osc_bitcrusher,65,DarkAnimations,1.0,1.0,0.1
master_high_pass,66,DarkAnimations,0.0,0.0,0.0
master_detune,67,DarkAnimations,0.0,0.0,0.0
vintage_noise,68,DarkAnimations,0.0,0.0,0.0
panic,69,DarkAnimations,0.0,0.0,0.0
midi_learn,70,DarkAnimations,0.0,0.0,0.0
envelope_destination,71,DarkAnimations,0.0,0.0,0.0
envelope_speed,72,DarkAnimations,0.0,0.0,0.0
envelope_amount,73,DarkAnimations,0.0,0.0,0.0
envelope_one_shot_mode,74,DarkAnimations,0.0,0.0,0.0
envelope_fix_tempo,75,DarkAnimations,0.0,0.0,0.0
envelope_reset,76,DarkAnimations,0.0,0.0,0.0
filter_drive,77,DarkAnimations,0.0,0.0,0.0
delay_wet,78,DarkAnimations,0.0,0.0,0.0
delay_time,79,DarkAnimations,0.5,0.5,0.05
delay_sync,80,DarkAnimations,0.0,0.0,0.0
delay_x2_l,81,DarkAnimations,0.0,0.0,0.0
delay_x2_r,82,DarkAnimations,0.0,0.0,0.0
delay_high_shelf,83,DarkAnimations,0.0,0.0,0.0
delay_low_shelf,84,DarkAnimations,0.0,0.0,0.0
delay_feedback,85,DarkAnimations,0.5,0.5,0.05
midi_clear,86,DarkAnimations,0.0,0.0,0.0
midi_lock,87,DarkAnimations,0.0,0.0,0.0
-,0,SunRise,0.5,0.5,0.05
master_volume,1,SunRise,0.328000009059906,0.328000009059906,0.0328000009059906
filter_type,2,SunRise,0.5454545617103577,0.5454545617103577,0.05454545617103577
filter_cutoff,3,SunRise,0.15600000321865082,0.15600000321865082,0.015600000321865082
filter_resonance,4,SunRise,0.30000001192092896,0.30000001192092896,0.030000001192092896
fitler_keyfollow,5,SunRise,0.0,0.0,0.0
filter_contour,6,SunRise,0.8320000171661377,0.8320000171661377,0.08320000171661376
filter_attack,7,SunRise,0.656000018119812,0.656000018119812,0.0656000018119812
filter_decay,8,SunRise,0.9320000410079956,0.9320000410079956,0.09320000410079957
filter_sustain,9,SunRise,0.0,0.0,0.0
filter_release,10,SunRise,0.7400000095367432,0.7400000095367432,0.07400000095367432
amp_attack,11,SunRise,0.6360000371932983,0.6360000371932983,0.06360000371932983
amp_decay,12,SunRise,0.0,0.0,0.0
amp_sustain,13,SunRise,1.0,1.0,0.1
amp_release,14,SunRise,0.6000000238418579,0.6000000238418579,0.06000000238418579
osc_1_volume,15,SunRise,0.4520000219345093,0.4520000219345093,0.045200002193450925
osc_2_volume,16,SunRise,0.47600001096725464,0.47600001096725464,0.047600001096725464
osc_3_volume,17,SunRise,0.3400000035762787,0.3400000035762787,0.03400000035762787
osc_mastertune,18,SunRise,0.5,0.5,0.05
osc_1_tune,19,SunRise,0.242000013589859,0.242000013589859,0.024200001358985902
osc_2_tune,20,SunRise,0.3880000114440918,0.3880000114440918,0.03880000114440918
osc_1_fine_tune,21,SunRise,0.5800000429153442,0.5800000429153442,0.05800000429153442
osc_2_fine_tune,22,SunRise,0.6040000319480896,0.6040000319480896,0.06040000319480896
osc_1_waveform,23,SunRise,0.5,0.5,0.05
osc_1_waveform,24,SunRise,0.0,0.0,0.0
osc_sync,25,SunRise,0.0,0.0,0.0
lfo_1_waveform,26,SunRise,0.0,0.0,0.0
lfo_2_waveform,27,SunRise,0.0,0.0,0.0
lfo_1_rate,28,SunRise,0.12400000542402267,0.12400000542402267,0.012400000542402267
lfo_2_rate,29,SunRise,0.11600000411272049,0.11600000411272049,0.011600000411272049
lfo_1_amount,30,SunRise,0.8760000467300415,0.8760000467300415,0.08760000467300415
lfo_2_amount,31,SunRise,0.800000011920929,0.800000011920929,0.0800000011920929
lfo_1_destination,32,SunRise,0.5714285969734192,0.5714285969734192,0.05714285969734192
lfo_2_destination,33,SunRise,0.1428571492433548,0.1428571492433548,0.01428571492433548
lfo_1_phase,34,SunRise,0.0,0.0,0.0
lfo_2_phase,35,SunRise,0.0,0.0,0.0
osc_2_fm,36,SunRise,0.4480000138282776,0.4480000138282776,0.04480000138282776
osc_2_phase,37,SunRise,0.0,0.0,0.0
osc_2_pw,38,SunRise,0.527999997138977,0.527999997138977,0.052799999713897705
osc_2_phase,39,SunRise,0.5,0.5,0.05
transpose,40,SunRise,1.0,1.0,0.1
free_ad_attack,41,SunRise,0.0,0.0,0.0
free_ad_decay,42,SunRise,0.0,0.0,0.0
free_ad_amount,43,SunRise,0.0,0.0,0.0
free_ad_destination,44,SunRise,0.0,0.0,0.0
lfo_1_sync,45,SunRise,0.0,0.0,0.0
lfo_1_keytrigger,46,SunRise,0.0,0.0,0.0
lfo_2_sync,47,SunRise,0.0,0.0,0.0
lfo_2_keytrigger,48,SunRise,0.0,0.0,0.0
portamento_amount,49,SunRise,0.0,0.0,0.0
portamento_mode,50,SunRise,0.0,0.0,0.0
voices,51,SunRise,0.6000000238418579,0.6000000238418579,0.06000000238418579
velocity_volume,52,SunRise,0.0,0.0,0.0
velocity_contour,53,SunRise,0.0,0.0,0.0
velocity_filter,54,SunRise,0.0,0.0,0.0
pitchwheel_cutoff,55,SunRise,0.0,0.0,0.0
pitchwheel_pitch,56,SunRise,0.0,0.0,0.0
ringmodulation,57,SunRise,0.3680000305175781,0.3680000305175781,0.03680000305175781
chorus_1_enable,58,SunRise,1.0,1.0,0.1
chorus_2_enable,59,SunRise,0.0,0.0,0.0
reverb_wet,60,SunRise,0.6160000562667847,0.6160000562667847,0.061600005626678465
reverb_decay,61,SunRise,0.812000036239624,0.812000036239624,0.0812000036239624
reverb_pre_delay,62,SunRise,0.0,0.0,0.0
reverb_high_cut,63,SunRise,0.0,0.0,0.0
reverb_low_cut,64,SunRise,0.8560000658035278,0.8560000658035278,0.08560000658035279
osc_bitcrusher,65,SunRise,1.0,1.0,0.1
master_high_pass,66,SunRise,0.09600000083446503,0.09600000083446503,0.009600000083446502
master_detune,67,SunRise,0.5560000538825989,0.5560000538825989,0.05560000538825989
vintage_noise,68,SunRise,0.0,0.0,0.0
panic,69,SunRise,0.0,0.0,0.0
midi_learn,70,SunRise,0.0,0.0,0.0
envelope_destination,71,SunRise,0.0,0.0,0.0
envelope_speed,72,SunRise,0.0,0.0,0.0
envelope_amount,73,SunRise,0.0,0.0,0.0
envelope_one_shot_mode,74,SunRise,0.0,0.0,0.0
envelope_fix_tempo,75,SunRise,0.0,0.0,0.0
envelope_reset,76,SunRise,0.0,0.0,0.0
filter_drive,77,SunRise,0.0,0.0,0.0
delay_wet,78,SunRise,0.0,0.0,0.0
delay_time,79,SunRise,0.5,0.5,0.05
delay_sync,80,SunRise,0.0,0.0,0.0
delay_x2_l,81,SunRise,0.0,0.0,0.0
delay_x2_r,82,SunRise,0.0,0.0,0.0
delay_high_shelf,83,SunRise,0.0,0.0,0.0
delay_low_shelf,84,SunRise,0.0,0.0,0.0
delay_feedback,85,SunRise,0.5,0.5,0.05
midi_clear,86,SunRise,0.0,0.0,0.0
midi_lock,87,SunRise,0.0,0.0,0.0
-,0,DreamOf86,0.5,0.5,0.05
master_volume,1,DreamOf86,0.3960000276565552,0.3960000276565552,0.03960000276565552
filter_type,2,DreamOf86,0.1818181872367859,0.1818181872367859,0.018181818723678588
filter_cutoff,3,DreamOf86,0.2240000069141388,0.2240000069141388,0.02240000069141388
filter_resonance,4,DreamOf86,0.0,0.0,0.0
fitler_keyfollow,5,DreamOf86,0.0,0.0,0.0
filter_contour,6,DreamOf86,0.6640000343322754,0.6640000343322754,0.06640000343322754
filter_attack,7,DreamOf86,0.3720000088214874,0.3720000088214874,0.03720000088214874
filter_decay,8,DreamOf86,0.5680000185966492,0.5680000185966492,0.05680000185966492
filter_sustain,9,DreamOf86,0.07600000500679016,0.07600000500679016,0.0076000005006790165
filter_release,10,DreamOf86,0.5960000157356262,0.5960000157356262,0.05960000157356262
amp_attack,11,DreamOf86,0.20400001108646393,0.20400001108646393,0.02040000110864639
amp_decay,12,DreamOf86,0.612000048160553,0.612000048160553,0.061200004816055295
amp_sustain,13,DreamOf86,0.3880000114440918,0.3880000114440918,0.03880000114440918
amp_release,14,DreamOf86,0.6960000395774841,0.6960000395774841,0.06960000395774842
osc_1_volume,15,DreamOf86,0.6680000424385071,0.6680000424385071,0.06680000424385071
osc_2_volume,16,DreamOf86,0.656000018119812,0.656000018119812,0.0656000018119812
osc_3_volume,17,DreamOf86,0.0,0.0,0.0
osc_mastertune,18,DreamOf86,0.5,0.5,0.05
osc_1_tune,19,DreamOf86,0.5100000500679016,0.5100000500679016,0.05100000500679016
osc_2_tune,20,DreamOf86,0.5,0.5,0.05
osc_1_fine_tune,21,DreamOf86,0.492000013589859,0.492000013589859,0.049200001358985904
osc_2_fine_tune,22,DreamOf86,0.5480000376701355,0.5480000376701355,0.05480000376701355
osc_1_waveform,23,DreamOf86,0.0,0.0,0.0
osc_1_waveform,24,DreamOf86,0.0,0.0,0.0
osc_sync,25,DreamOf86,0.0,0.0,0.0
lfo_1_waveform,26,DreamOf86,0.0,0.0,0.0
lfo_2_waveform,27,DreamOf86,0.0,0.0,0.0
lfo_1_rate,28,DreamOf86,0.0,0.0,0.0
lfo_2_rate,29,DreamOf86,0.13199999928474426,0.13199999928474426,0.013199999928474426
lfo_1_amount,30,DreamOf86,0.5360000133514404,0.5360000133514404,0.053600001335144046
lfo_2_amount,31,DreamOf86,0.45600003004074097,0.45600003004074097,0.045600003004074095
lfo_1_destination,32,DreamOf86,0.2857142984867096,0.2857142984867096,0.02857142984867096
lfo_2_destination,33,DreamOf86,0.4285714328289032,0.4285714328289032,0.04285714328289032
lfo_1_phase,34,DreamOf86,0.0,0.0,0.0
lfo_2_phase,35,DreamOf86,0.0,0.0,0.0
osc_2_fm,36,DreamOf86,0.0,0.0,0.0
osc_2_phase,37,DreamOf86,0.0,0.0,0.0
osc_2_pw,38,DreamOf86,0.5,0.5,0.05
osc_2_phase,39,DreamOf86,0.5,0.5,0.05
transpose,40,DreamOf86,0.5,0.5,0.05
free_ad_attack,41,DreamOf86,0.0,0.0,0.0
free_ad_decay,42,DreamOf86,0.0,0.0,0.0
free_ad_amount,43,DreamOf86,0.0,0.0,0.0
free_ad_destination,44,DreamOf86,0.0,0.0,0.0
lfo_1_sync,45,DreamOf86,0.0,0.0,0.0
lfo_1_keytrigger,46,DreamOf86,0.0,0.0,0.0
lfo_2_sync,47,DreamOf86,0.0,0.0,0.0
lfo_2_keytrigger,48,DreamOf86,0.0,0.0,0.0
portamento_amount,49,DreamOf86,0.0,0.0,0.0
portamento_mode,50,DreamOf86,0.5,0.5,0.05
voices,51,DreamOf86,1.0,1.0,0.1
velocity_volume,52,DreamOf86,0.0,0.0,0.0
velocity_contour,53,DreamOf86,0.7080000042915344,0.7080000042915344,0.07080000042915344
velocity_filter,54,DreamOf86,0.0,0.0,0.0
pitchwheel_cutoff,55,DreamOf86,0.0,0.0,0.0
pitchwheel_pitch,56,DreamOf86,0.1720000058412552,0.1720000058412552,0.01720000058412552
ringmodulation,57,DreamOf86,0.0,0.0,0.0
chorus_1_enable,58,DreamOf86,0.0,0.0,0.0
chorus_2_enable,59,DreamOf86,1.0,1.0,0.1
reverb_wet,60,DreamOf86,0.7040000557899475,0.7040000557899475,0.07040000557899476
reverb_decay,61,DreamOf86,0.796000063419342,0.796000063419342,0.0796000063419342
reverb_pre_delay,62,DreamOf86,0.3760000169277191,0.3760000169277191,0.03760000169277191
reverb_high_cut,63,DreamOf86,0.5960000157356262,0.5960000157356262,0.05960000157356262
reverb_low_cut,64,DreamOf86,0.492000013589859,0.492000013589859,0.049200001358985904
osc_bitcrusher,65,DreamOf86,1.0,1.0,0.1
master_high_pass,66,DreamOf86,0.2160000056028366,0.2160000056028366,0.02160000056028366
master_detune,67,DreamOf86,0.18000000715255737,0.18000000715255737,0.01800000071525574
vintage_noise,68,DreamOf86,0.1680000126361847,0.1680000126361847,0.01680000126361847
panic,69,DreamOf86,0.0,0.0,0.0
midi_learn,70,DreamOf86,0.0,0.0,0.0
envelope_destination,71,DreamOf86,0.0,0.0,0.0
envelope_speed,72,DreamOf86,0.0,0.0,0.0
envelope_amount,73,DreamOf86,0.0,0.0,0.0
envelope_one_shot_mode,74,DreamOf86,0.0,0.0,0.0
envelope_fix_tempo,75,DreamOf86,0.0,0.0,0.0
envelope_reset,76,DreamOf86,0.0,0.0,0.0
filter_drive,77,DreamOf86,0.0,0.0,0.0
delay_wet,78,DreamOf86,0.0,0.0,0.0
delay_time,79,DreamOf86,0.5,0.5,0.05
delay_sync,80,DreamOf86,0.0,0.0,0.0
delay_x2_l,81,DreamOf86,0.0,0.0,0.0
delay_x2_r,82,DreamOf86,0.0,0.0,0.0
delay_high_shelf,83,DreamOf86,0.0,0.0,0.0
delay_low_shelf,84,DreamOf86,0.0,0.0,0.0
delay_feedback,85,DreamOf86,0.5,0.5,0.05
midi_clear,86,DreamOf86,0.0,0.0,0.0
midi_lock,87,DreamOf86,0.0,0.0,0.0
-,0,ParallaxPad,0.5,0.5,0.05
master_volume,1,ParallaxPad,0.35200002789497375,0.35200002789497375,0.03520000278949738
filter_type,2,ParallaxPad,0.27272728085517883,0.27272728085517883,0.027272728085517884
filter_cutoff,3,ParallaxPad,0.5120000243186951,0.5120000243186951,0.05120000243186951
filter_resonance,4,ParallaxPad,0.0,0.0,0.0
fitler_keyfollow,5,ParallaxPad,0.0,0.0,0.0
filter_contour,6,ParallaxPad,0.23600001633167267,0.23600001633167267,0.023600001633167268
filter_attack,7,ParallaxPad,0.0,0.0,0.0
filter_decay,8,ParallaxPad,0.5560000538825989,0.5560000538825989,0.05560000538825989
filter_sustain,9,ParallaxPad,1.0,1.0,0.1
filter_release,10,ParallaxPad,0.0,0.0,0.0
amp_attack,11,ParallaxPad,0.3240000009536743,0.3240000009536743,0.032400000095367434
amp_decay,12,ParallaxPad,0.0,0.0,0.0
amp_sustain,13,ParallaxPad,1.0,1.0,0.1
amp_release,14,ParallaxPad,0.5360000133514404,0.5360000133514404,0.053600001335144046
osc_1_volume,15,ParallaxPad,0.8200000524520874,0.8200000524520874,0.08200000524520874
osc_2_volume,16,ParallaxPad,0.656000018119812,0.656000018119812,0.0656000018119812
osc_3_volume,17,ParallaxPad,0.0,0.0,0.0
osc_mastertune,18,ParallaxPad,0.5,0.5,0.05
osc_1_tune,19,ParallaxPad,0.5139999985694885,0.5139999985694885,0.051399999856948854
osc_2_tune,20,ParallaxPad,0.5160000324249268,0.5160000324249268,0.05160000324249268
osc_1_fine_tune,21,ParallaxPad,0.5,0.5,0.05
osc_2_fine_tune,22,ParallaxPad,0.5,0.5,0.05
osc_1_waveform,23,ParallaxPad,0.5,0.5,0.05
osc_1_waveform,24,ParallaxPad,0.5,0.5,0.05
osc_sync,25,ParallaxPad,0.0,0.0,0.0
lfo_1_waveform,26,ParallaxPad,0.940000057220459,0.940000057220459,0.09400000572204589
lfo_2_waveform,27,ParallaxPad,0.30800002813339233,0.30800002813339233,0.030800002813339233
lfo_1_rate,28,ParallaxPad,0.0,0.0,0.0
lfo_2_rate,29,ParallaxPad,0.13199999928474426,0.13199999928474426,0.013199999928474426
lfo_1_amount,30,ParallaxPad,0.30400002002716064,0.30400002002716064,0.030400002002716066
lfo_2_amount,31,ParallaxPad,0.5720000267028809,0.5720000267028809,0.05720000267028809
lfo_1_destination,32,ParallaxPad,0.5714285969734192,0.5714285969734192,0.05714285969734192
lfo_2_destination,33,ParallaxPad,0.4285714328289032,0.4285714328289032,0.04285714328289032
lfo_1_phase,34,ParallaxPad,0.0,0.0,0.0
lfo_2_phase,35,ParallaxPad,0.0,0.0,0.0
osc_2_fm,36,ParallaxPad,0.004000000189989805,0.004000000189989805,0.0004000000189989805
osc_2_phase,37,ParallaxPad,0.5080000162124634,0.5080000162124634,0.050800001621246337
osc_2_pw,38,ParallaxPad,0.5200000405311584,0.5200000405311584,0.05200000405311585
osc_2_phase,39,ParallaxPad,0.0,0.0,0.0
transpose,40,ParallaxPad,0.5,0.5,0.05
free_ad_attack,41,ParallaxPad,0.0,0.0,0.0
free_ad_decay,42,ParallaxPad,0.0,0.0,0.0
free_ad_amount,43,ParallaxPad,0.0,0.0,0.0
free_ad_destination,44,ParallaxPad,0.0,0.0,0.0
lfo_1_sync,45,ParallaxPad,0.0,0.0,0.0
lfo_1_keytrigger,46,ParallaxPad,1.0,1.0,0.1
lfo_2_sync,47,ParallaxPad,0.0,0.0,0.0
lfo_2_keytrigger,48,ParallaxPad,0.0,0.0,0.0
portamento_amount,49,ParallaxPad,0.0,0.0,0.0
portamento_mode,50,ParallaxPad,0.0,0.0,0.0
voices,51,ParallaxPad,1.0,1.0,0.1
velocity_volume,52,ParallaxPad,0.3840000033378601,0.3840000033378601,0.03840000033378601
velocity_contour,53,ParallaxPad,0.0,0.0,0.0
velocity_filter,54,ParallaxPad,0.0,0.0,0.0
pitchwheel_cutoff,55,ParallaxPad,0.0,0.0,0.0
pitchwheel_pitch,56,ParallaxPad,0.1720000058412552,0.1720000058412552,0.01720000058412552
ringmodulation,57,ParallaxPad,0.0,0.0,0.0
chorus_1_enable,58,ParallaxPad,0.0,0.0,0.0
chorus_2_enable,59,ParallaxPad,0.0,0.0,0.0
reverb_wet,60,ParallaxPad,0.7520000338554382,0.7520000338554382,0.07520000338554382
reverb_decay,61,ParallaxPad,0.796000063419342,0.796000063419342,0.0796000063419342
reverb_pre_delay,62,ParallaxPad,0.4360000193119049,0.4360000193119049,0.04360000193119049
reverb_high_cut,63,ParallaxPad,0.24400001764297485,0.24400001764297485,0.024400001764297484
reverb_low_cut,64,ParallaxPad,0.7680000066757202,0.7680000066757202,0.07680000066757202
osc_bitcrusher,65,ParallaxPad,0.3680000305175781,0.3680000305175781,0.03680000305175781
master_high_pass,66,ParallaxPad,0.0,0.0,0.0
master_detune,67,ParallaxPad,0.0,0.0,0.0
vintage_noise,68,ParallaxPad,0.0,0.0,0.0
panic,69,ParallaxPad,0.0,0.0,0.0
midi_learn,70,ParallaxPad,0.0,0.0,0.0
envelope_destination,71,ParallaxPad,0.8571428656578064,0.8571428656578064,0.08571428656578065
envelope_speed,72,ParallaxPad,0.20000000298023224,0.20000000298023224,0.020000000298023225
envelope_amount,73,ParallaxPad,1.0,1.0,0.1
envelope_one_shot_mode,74,ParallaxPad,0.0,0.0,0.0
envelope_fix_tempo,75,ParallaxPad,0.0,0.0,0.0
envelope_reset,76,ParallaxPad,0.0,0.0,0.0
filter_drive,77,ParallaxPad,0.0,0.0,0.0
delay_wet,78,ParallaxPad,0.0,0.0,0.0
delay_time,79,ParallaxPad,0.5,0.5,0.05
delay_sync,80,ParallaxPad,0.0,0.0,0.0
delay_x2_l,81,ParallaxPad,0.0,0.0,0.0
delay_x2_r,82,ParallaxPad,0.0,0.0,0.0
delay_high_shelf,83,ParallaxPad,0.0,0.0,0.0
delay_low_shelf,84,ParallaxPad,0.0,0.0,0.0
delay_feedback,85,ParallaxPad,0.5,0.5,0.05
midi_clear,86,ParallaxPad,0.0,0.0,0.0
midi_lock,87,ParallaxPad,0.0,0.0,0.0
-,0,PadWobbler,0.5,0.5,0.05
master_volume,1,PadWobbler,0.4320000112056732,0.4320000112056732,0.04320000112056732
filter_type,2,PadWobbler,0.0,0.0,0.0
filter_cutoff,3,PadWobbler,0.3360000252723694,0.3360000252723694,0.03360000252723694
filter_resonance,4,PadWobbler,0.0,0.0,0.0
fitler_keyfollow,5,PadWobbler,0.0,0.0,0.0
filter_contour,6,PadWobbler,0.8360000252723694,0.8360000252723694,0.08360000252723694
filter_attack,7,PadWobbler,0.6160000562667847,0.6160000562667847,0.061600005626678465
filter_decay,8,PadWobbler,0.36400002241134644,0.36400002241134644,0.03640000224113464
filter_sustain,9,PadWobbler,0.0,0.0,0.0
filter_release,10,PadWobbler,0.46000000834465027,0.46000000834465027,0.046000000834465024
amp_attack,11,PadWobbler,0.6440000534057617,0.6440000534057617,0.06440000534057617
amp_decay,12,PadWobbler,1.0,1.0,0.1
amp_sustain,13,PadWobbler,0.5960000157356262,0.5960000157356262,0.05960000157356262
amp_release,14,PadWobbler,0.5760000348091125,0.5760000348091125,0.05760000348091125
osc_1_volume,15,PadWobbler,0.5120000243186951,0.5120000243186951,0.05120000243186951
osc_2_volume,16,PadWobbler,0.6720000505447388,0.6720000505447388,0.06720000505447388
osc_3_volume,17,PadWobbler,0.0,0.0,0.0
osc_mastertune,18,PadWobbler,0.5,0.5,0.05
osc_1_tune,19,PadWobbler,0.5180000066757202,0.5180000066757202,0.051800000667572024
osc_2_tune,20,PadWobbler,0.7600000500679016,0.7600000500679016,0.07600000500679016
osc_1_fine_tune,21,PadWobbler,0.34800001978874207,0.34800001978874207,0.03480000197887421
osc_2_fine_tune,22,PadWobbler,0.6640000343322754,0.6640000343322754,0.06640000343322754
osc_1_waveform,23,PadWobbler,0.5,0.5,0.05
osc_1_waveform,24,PadWobbler,0.75,0.75,0.075
osc_sync,25,PadWobbler,0.0,0.0,0.0
lfo_1_waveform,26,PadWobbler,0.4440000355243683,0.4440000355243683,0.044400003552436826
lfo_2_waveform,27,PadWobbler,0.0,0.0,0.0
lfo_1_rate,28,PadWobbler,0.8600000143051147,0.8600000143051147,0.08600000143051148
lfo_2_rate,29,PadWobbler,0.46000000834465027,0.46000000834465027,0.046000000834465024
lfo_1_amount,30,PadWobbler,0.7120000123977661,0.7120000123977661,0.07120000123977661
lfo_2_amount,31,PadWobbler,0.7880000472068787,0.7880000472068787,0.07880000472068786
lfo_1_destination,32,PadWobbler,0.8571428656578064,0.8571428656578064,0.08571428656578065
lfo_2_destination,33,PadWobbler,0.1428571492433548,0.1428571492433548,0.01428571492433548
lfo_1_phase,34,PadWobbler,0.0,0.0,0.0
lfo_2_phase,35,PadWobbler,0.0,0.0,0.0
osc_2_fm,36,PadWobbler,0.35600000619888306,0.35600000619888306,0.03560000061988831
osc_2_phase,37,PadWobbler,0.0,0.0,0.0
osc_2_pw,38,PadWobbler,0.0,0.0,0.0
osc_2_phase,39,PadWobbler,0.5,0.5,0.05
transpose,40,PadWobbler,0.2200000137090683,0.2200000137090683,0.02200000137090683
free_ad_attack,41,PadWobbler,0.0,0.0,0.0
free_ad_decay,42,PadWobbler,0.7520000338554382,0.7520000338554382,0.07520000338554382
free_ad_amount,43,PadWobbler,0.6640000343322754,0.6640000343322754,0.06640000343322754
free_ad_destination,44,PadWobbler,0.800000011920929,0.800000011920929,0.0800000011920929
lfo_1_sync,45,PadWobbler,0.0,0.0,0.0
lfo_1_keytrigger,46,PadWobbler,1.0,1.0,0.1
lfo_2_sync,47,PadWobbler,0.0,0.0,0.0
lfo_2_keytrigger,48,PadWobbler,1.0,1.0,0.1
portamento_amount,49,PadWobbler,0.0,0.0,0.0
portamento_mode,50,PadWobbler,0.0,0.0,0.0
voices,51,PadWobbler,1.0,1.0,0.1
velocity_volume,52,PadWobbler,0.0,0.0,0.0
velocity_contour,53,PadWobbler,0.0,0.0,0.0
velocity_filter,54,PadWobbler,0.0,0.0,0.0
pitchwheel_cutoff,55,PadWobbler,0.23600001633167267,0.23600001633167267,0.023600001633167268
pitchwheel_pitch,56,PadWobbler,0.0,0.0,0.0
ringmodulation,57,PadWobbler,0.0,0.0,0.0
chorus_1_enable,58,PadWobbler,1.0,1.0,0.1
chorus_2_enable,59,PadWobbler,1.0,1.0,0.1
reverb_wet,60,PadWobbler,0.5480000376701355,0.5480000376701355,0.05480000376701355
reverb_decay,61,PadWobbler,0.40800002217292786,0.40800002217292786,0.04080000221729278
reverb_pre_delay,62,PadWobbler,0.3440000116825104,0.3440000116825104,0.03440000116825104
reverb_high_cut,63,PadWobbler,0.5200000405311584,0.5200000405311584,0.05200000405311585
reverb_low_cut,64,PadWobbler,1.0,1.0,0.1
osc_bitcrusher,65,PadWobbler,1.0,1.0,0.1
